Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
12,Luis Abram,pe,DF,Granada,La Liga,25,1996,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
13,Salim Abubakar,ne,MF,Sassuolo,it Serie A,18,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
14,Francesco Acerbi,it,DF,Lazio,it Serie A,33,1988,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
15,Ragnar Ache,de,MF,Eint Frankfurt,Bundesliga,23,1998,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
16,Mohamed Achi,fr,MF,Nantes,Ligue 1,19,2002,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
17,Marcos Acuña,ar,DF,Sevilla,La Liga,29,1991,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
18,Marius Adamonis,lt,GK,Lazio,it Serie A,24,1997,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
19,Che Adams,sct,FW,Southampton,Premier League,25,1996,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
20,Tyler Adams,us,MF,RB Leipzig,Bundesliga,22,1999,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
21,Sargis Adamyan,am,FW,Hoffenheim,Bundesliga,28,1993,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
22,Tayo Adaramola,ie,DF,Crystal Palace,Premier League,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
23,Martin Adeline,fr,MF,Reims,Ligue 1,17,2003,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
24,Amine Adli,ma,FW,Leverkusen,Bundesliga,21,2000,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
25,Yacine Adli,fr,MF,Bordeaux,Ligue 1,21,2000,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
26,Adrián,es,GK,Liverpool,Premier League,34,1987,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
27,Michel Aebischer,ch,MF,Bologna,it Serie A,24,1997,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
28,Felix Afena-Gyan,gh,FW,Roma,it Serie A,18,2003,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
29,Martin Agirregabiria,es,DF,Alavés,La Liga,25,1996,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
30,Julen Agirrezabala,es,GK,Athletic Club,La Liga,20,2000,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
31,Vittorio Agostinelli,it,MF,Fiorentina,it Serie A,19,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
32,Lucien Agoume,fr,MF,Inter,it Serie A,19,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
33,Lucien Agoume,fr,MF,Brest,Ligue 1,19,2002,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
34,Kevin Agudelo,co,FW,Genoa,it Serie A,22,1998,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
35,Kevin Agudelo,co,MF,Spezia,it Serie A,22,1998,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
36,Nayef Aguerd,ma,DF,Rennes,Ligue 1,25,1996,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
37,Sergio Agüero,ar,FW,Barcelona,La Liga,33,1988,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
38,Ruben Aguilar,fr,DF,Monaco,Ligue 1,28,1993,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
39,Álvaro Aguirre,es,FW,Rayo Vallecano,La Liga,21,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
40,Naouirou Ahamada,fr,MF,Stuttgart,Bundesliga,19,2002,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
41,Aymeric Ahmed,km,MF,Strasbourg,Ligue 1,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
42,Anel Ahmedhodžić,ba,DF,Bordeaux,Ligue 1,22,1999,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
43,Jean-Eudes Aholou,ci,MF,Strasbourg,Ligue 1,27,1994,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
44,Joseph Aidoo,gh,DF,Celta Vigo,La Liga,25,1995,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
45,Ola Aina,ng,DF,Torino,it Serie A,24,1996,0,0,0,0,21,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
46,Rayan Aït-Nouri,dz,DF,Wolves,Premier League,20,2001,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
47,Kristoffer Ajer,no,DF,Brentford,Premier League,23,1998,0,0,0,0,24,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
48,Ludovic Ajorque,fr,FW,Strasbourg,Ligue 1,27,1994,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
49,Manuel Akanji,ch,DF,Dortmund,Bundesliga,26,1995,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
50,Carlos Akapo,gq,DF,Cádiz,La Liga,28,1993,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
51,Marley Aké,fr,FW,Juventus,it Serie A,20,2001,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
52,Nathan Aké,nl,DF,Manchester City,Premier League,26,1995,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
53,Ilias Akhomach,ma,FW,Barcelona,La Liga,17,2004,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
54,Maghnes Akliouche,fr,MF,Monaco,Ligue 1,19,2002,0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
55,Paul Akouokou,ci,MF,Betis,La Liga,23,1997,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
56,Jean-Daniel Akpa-Akpro,ci,MF,Lazio,it Serie A,28,1992,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
57,Kevin Akpoguma,ng,DF,Hoffenheim,Bundesliga,26,1995,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
58,David Alaba,at,DF,Real Madrid,La Liga,29,1992,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
59,Sofiane Alakouch,ma,DF,Metz,Ligue 1,23,1998,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
60,Jony Álamo,es,MF,Elche,La Liga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
61,Tomás Alarcón,cl,MF,Cádiz,La Liga,22,1999,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
62,Lucas Alario,ar,FW,Leverkusen,Bundesliga,28,1992,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
63,Jordi Alba,es,DF,Barcelona,La Liga,32,1989,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
64,Josué Albert,gf,DF,Clermont Foot,Ligue 1,29,1992,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
65,Luis Alberto,es,MF,Lazio,it Serie A,28,1992,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
66,Raúl Albiol,es,DF,Villarreal,La Liga,35,1985,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
67,Julian Albrecht,de,MF,Hertha BSC,Bundesliga,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
68,Marc Albrighton,eng,FW,Leicester City,Premier League,31,1989,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
69,Paco Alcácer,es,FW,Villarreal,La Liga,27,1993,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
70,Thiago Alcántara,es,MF,Liverpool,Premier League,30,1991,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
71,Rubén Alcaraz,es,MF,Cádiz,La Liga,30,1991,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
72,Omar Alderete,py,DF,Valencia,La Liga,24,1996,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
73,Ryan Alebiosu,eng,DF,Arsenal,Premier League,19,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
74,Iván Alejo,es,MF,Cádiz,La Liga,26,1995,0,0,0,0,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
75,Pedro Alemañ,es,MF,Valencia,La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
76,Doğan Alemdar,tr,GK,Rennes,Ligue 1,18,2002,0,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
77,Carles Aleñá,es,MF,Getafe,La Liga,23,1998,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
78,Ajibola Alese,eng,DF,West Ham,Premier League,20,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
79,Trent Alexander-Arnold,eng,DF,Liverpool,Premier League,22,1998,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
80,Alfon,es,FW,Celta Vigo,La Liga,22,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
81,Ángel Algobia,es,MF,Getafe,La Liga,22,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
82,Mohamed Ali Cho,fr,FW,Angers,Ligue 1,17,2004,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
83,Rachid Alioui,ma,FW,Angers,Ligue 1,29,1992,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
84,Alisson,br,GK,Liverpool,Premier League,28,1992,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
85,Allan,br,MF,Everton,Premier League,30,1991,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
86,Jim Allevinah,ga,FW,Clermont Foot,Ligue 1,26,1995,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
87,Dele Alli,eng,MF,Tottenham,Premier League,25,1996,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
88,Dele Alli,eng,MF,Everton,Premier League,25,1996,0,0,0,0,11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
89,Miguel Almirón,py,MF,Newcastle Utd,Premier League,27,1994,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
90,Marcos Alonso,es,DF,Chelsea,Premier League,30,1990,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
91,Giorgio Altare,it,DF,Cagliari,it Serie A,22,1998,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
92,Gastón Álvarez,uy,DF,Getafe,La Liga,21,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
93,Hugo Álvarez,es,FW,Celta Vigo,La Liga,18,2003,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
94,Iker Álvarez,ad,GK,Villarreal,La Liga,20,2001,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
95,Yeray Álvarez,es,DF,Athletic Club,La Liga,26,1995,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
96,Dani Alves,br,DF,Barcelona,La Liga,38,1983,0,0,0,0,14,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
97,Steven Alzate,co,MF,Brighton,Premier League,22,1998,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
98,Ibrahim Amadou,fr,DF,Metz,Ligue 1,28,1993,0,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
99,Emmanuel Amankwaa Akurugu,gh,DF,Getafe,La Liga,19,2001,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
100,Daniel Amartey,gh,DF,Leicester City,Premier League,26,1994,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
101,Amath,sn,FW,Mallorca,La Liga,25,1996,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
102,Jordan Amavi,fr,DF,Nice,Ligue 1,27,1994,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
103,Jordan Amavi,fr,DF,Marseille,Ligue 1,27,1994,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
104,Giuseppe Ambrosino,it,FW,Napoli,it Serie A,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
105,Wisdom Amey,it,DF,Bologna,it Serie A,15,2005,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
106,Kelvin Amian,fr,DF,Spezia,it Serie A,23,1998,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
107,Nadiem Amiri,de,MF,Genoa,it Serie A,24,1996,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
108,Nadiem Amiri,de,MF,Leverkusen,Bundesliga,24,1996,0,0,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
109,Ethan Ampadu,wls,MF,Venezia,it Serie A,20,2000,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
110,Sofyan Amrabat,ma,MF,Fiorentina,it Serie A,24,1996,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
111,Joachim Andersen,dk,DF,Crystal Palace,Premier League,25,1996,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
112,Elliot Anderson,eng,MF,Newcastle Utd,Premier League,18,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
113,Felipe Anderson,br,FW,Lazio,it Serie A,28,1993,0,0,0,0,38,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
114,Sebastian Andersson,se,FW,Köln,Bundesliga,30,1991,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
115,Florin Andone,ro,FW,Brighton,Premier League,28,1993,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
116,Florin Andone,ro,FW,Cádiz,La Liga,28,1993,0,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
117,Andrés Andrade Cedeño,pa,DF,Arminia,Bundesliga,22,1998,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
118,Benjamin André,fr,MF,Lille,Ligue 1,30,1990,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
119,Fredrik André Bjørkan,no,DF,Hertha BSC,Bundesliga,22,1998,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
120,Marcos André,br,FW,Valencia,La Liga,24,1996,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
121,Lorenzo Andrenacci,it,GK,Genoa,it Serie A,26,1995,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
122,Lluis Andreu,es,GK,Elche,La Liga,22,1999,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
123,Robert Andrich,de,MF,Leverkusen,Bundesliga,26,1994,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
124,Ángel,es,GK,Granada,La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
125,José Ángel,es,DF,Osasuna,La Liga,31,1989,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
126,Vincent Angelini,sct,GK,Watford,Premier League,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
127,Angeliño,es,DF,RB Leipzig,Bundesliga,24,1997,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
128,Samuele Angori,it,DF,Torino,it Serie A,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
129,Ebenezer Annan,gh,DF,Bologna,it Serie A,18,2002,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
130,Cristian Ansaldi,ar,DF,Torino,it Serie A,34,1986,0,0,0,0,19,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
131,Janis Antiste,fr,FW,Spezia,it Serie A,18,2002,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
132,Andrei Anton,it,DF,Torino,it Serie A,17,2003,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
133,Waldemar Anton,de,DF,Stuttgart,Bundesliga,25,1996,0,0,0,0,29,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
134,Josep Antoni Gayá,es,DF,Mallorca,La Liga,21,2000,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
135,Michail Antonio,jm,FW,West Ham,Premier League,31,1990,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
136,Christopher Antwi-Adjei,gh,FW,Bochum,Bundesliga,27,1994,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
137,Houssem Aouar,dz,MF,Lyon,Ligue 1,23,1998,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
138,Adil Aouchiche,fr,MF,Saint-Étienne,Ligue 1,19,2002,0,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
139,Dennis Appiah,fr,DF,Nantes,Ligue 1,29,1992,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
140,Mauro Arambarri,uy,MF,Getafe,La Liga,25,1995,0,0,0,0,31,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
141,Mattia Aramu,it,MF,Venezia,it Serie A,26,1995,0,0,0,0,32,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
142,Arana,es,FW,Villarreal,La Liga,21,2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
143,Charles Aránguiz,cl,MF,Leverkusen,Bundesliga,32,1989,0,0,0,0,26,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
144,Néstor Araujo,mx,DF,Celta Vigo,La Liga,29,1991,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
145,Ronald Araújo,uy,DF,Barcelona,La Liga,22,1999,0,0,0,0,30,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
146,Iván Arboleda,co,GK,Rayo Vallecano,La Liga,25,1996,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
147,Cameron Archer,eng,FW,Aston Villa,Premier League,20,2001,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
148,Alphonse Areola,fr,GK,West Ham,Premier League,28,1993,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
149,Jesús Areso,es,DF,Osasuna,La Liga,22,1999,0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
150,Simone Aresti,it,GK,Cagliari,it Serie A,35,1986,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,Matches
